Codice;Sigla;Descrizione Prodotto;Listino Febbraio 2026 Euro cad.;
G4CAD8;SCQE.1666X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX600LX600P; 	1.654,00 ;
G4CAD9;SCQE.1684X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX800LX400P; 	1.718,00 ;
G4CADA;SCQE.1685X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX800LX500P; 	1.747,00 ;
G4CADB;SCQE.1686X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX800LX600P; 	1.797,00 ;
G4CADC;SCQE.16104X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX1000LX400P; 	1.919,00 ;
G4CADD;SCQE.16105X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX1000LX500P; 	1.936,00 ;
G4CADE;SCQE.16106X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX1000LX600P; 	2.110,00 ;
G4CAS8;SCQE.1863X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX600LX300P; 	1.550,00 ;
G4CADF;SCQE.1864X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX600LX400P; 	1.565,00 ;
G4CADG;SCQE.1865X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX600LX500P; 	1.595,00 ;
G4CADH;SCQE.1866X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX600LX600P; 	1.670,00 ;
G4CADJ;SCQE.1868X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX600LX800P; 	1.846,00 ;
G4CAS9;SCQE.1883X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX800LX300P; 	1.716,00 ;
G4CADK;SCQE.1884X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX800LX400P; 	1.736,00 ;
G4CADL;SCQE.1885X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX800LX500P; 	1.763,00 ;
G4CADM;SCQE.1886X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX800LX600P; 	1.820,00 ;
G4CADN;SCQE.1888X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX800LX800P; 	1.985,00 ;
G4CADP;SCQE.18104X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX1000LX400P; 	1.936,00 ;
G4CADQ;SCQE.18105X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX1000LX500P; 	1.959,00 ;
G4CADR;SCQE.18106X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX1000LX600P; 	2.133,00 ;
G4CADS;SCQE.18108X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1800HX1000LX800P; 	2.271,00 ;
G4CASB;SCQE.2063X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX600LX300P; 	1.688,00 ;
G4CADT;SCQE.2064X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX600LX400P; 	1.702,00 ;
G4CADU;SCQE.2065X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX600LX500P; 	1.732,00 ;
G4CADV;SCQE.2066X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX600LX600P; 	1.784,00 ;
G4CADW;SCQE.2068X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX600LX800P; 	1.960,00 ;
G4CASC;SCQE.2083X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX800LX300P; 	1.812,00 ;
G4CADX;SCQE.2084X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX800LX400P; 	1.826,00 ;
G4CADY;SCQE.2085X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX800LX500P; 	1.849,00 ;
G4CADZ;SCQE.2086X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX800LX600P; 	1.893,00 ;
G4CAE1;SCQE.2088X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX800LX800P; 	2.078,00 ;
G4CAE2;SCQE.20104X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX1000LX400P; 	2.006,00 ;
G4CAE3;SCQE.20105X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX1000LX500P; 	2.020,00 ;
G4CAE4;SCQE.20106X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX1000LX600P; 	2.154,00 ;
G4CAE5;SCQE.20108X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2000HX1000LX800P; 	2.287,00 ;
G4CASE;SCQE.2263X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX600LX300P; 	1.785,00 ;
G4CASF;SCQE.2264X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX600LX400P; 	1.788,00 ;
G4CAE6;SCQE.2265X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX600LX500P; 	1.817,00 ;
G4CAE7;SCQE.2266X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX600LX600P; 	1.868,00 ;
G4CAE8;SCQE.2268X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX600LX800P; 	2.036,00 ;
G4CASG;SCQE.2283X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX800LX300P; 	1.919,00 ;
G4CASH;SCQE.2284X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX800LX400P; 	1.921,00 ;
G4CAE9;SCQE.2285X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX800LX500P; 	1.925,00 ;
G4CAEA;SCQE.2286X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX800LX600P; 	1.993,00 ;
G4CAEB;SCQE.2288X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX800LX800P; 	2.192,00 ;
G4CAEC;SCQE.22105X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX1000LX500P; 	2.160,00 ;
G4CAED;SCQE.22106X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX1000LX600P; 	2.268,00 ;
G4CAEE;SCQE.22108X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 2200HX1000LX800P; 	2.365,00 ;
ARMADI PORTA COMPUTER SENZA PARETI LATERALI, PIASTRA DI MONTAGGIO E ZOCCOLO;;;;
G4CAF9;SCQEC.1666;ARMADIO PORTA COMPUTER 1600HX600LX600; 	2.540,00 ;
G4CAFA;SCQEC.1668;ARMADIO PORTA COMPUTER 1600HX600LX800; 	2.717,00 ;
G4CAFB;SCQEC.1866;ARMADIO PORTA COMPUTER 1800HX600LX600; 	2.565,00 ;
G4CAFC;SCQEC.1868;ARMADIO PORTA COMPUTER 1800HX600LX800; 	2.744,00 ;
G4CAFD;SCQEC.1886;ARMADIO PORTA COMPUTER 1800HX800LX600; 	2.760,00 ;
G4CAFE;SCQEC.1888;ARMADIO PORTA COMPUTER 1800HX800LX800; 	2.928,00 ;
G4CAFF;SCQEC.2066;ARMADIO PORTA COMPUTER 2000HX600LX600; 	2.863,00 ;
G4CAFG;SCQEC.2068;ARMADIO PORTA COMPUTER 2000HX600LX800; 	3.041,00 ;
G4CAFH;SCQEC.2086;ARMADIO PORTA COMPUTER 2000HX800LX600; 	3.096,00 ;
G4CAFJ;SCQEC.2088;ARMADIO PORTA COMPUTER 2000HX800LX800; 	3.282,00 ;
PULPITO COMPATTO;;;;
G4CALF;SPN.600;PULPITO COMPATTO IP55 600L; 	1.072,00 ;
G4CALG;SPN.800;PULPITO COMPATTO IP55 800L; 	1.225,00 ;
G4CALH;SPN.1000;PULPITO COMPATTO IP55 1000L; 	1.541,00 ;
G4CALJ;SPN.1200;PULPITO COMPATTO IP55 1200L; 	1.647,00 ;
G4CALK;SPN.1600;PULPITO COMPATTO IP55 1600L; 	2.176,00 ;
G4CALL;SPN.2000;PULPITO COMPATTO IP55 2000L; 	2.707,00 ;
CASSE PULPITI COMPONIBILI;;;;
G4CALS;SCPC.600;CASSA PULPITO COMPONIBILE 600L; 	631,90 ;
G4CALT;SCPC.800;CASSA PULPITO COMPONIBILE 800L; 	718,80 ;
G4CALU;SCPC.1000;CASSA PULPITO COMPONIBILE 1000L; 	827,80 ;
G4CALV;SCPC.1200;CASSA PULPITO COMPONIBILE 1200L; 	1.000,00 ;
G4CALW;SCPC.1600;CASSA PULPITO COMPONIBILE 1600L; 	1.348,00 ;
G4CAM2;SCPV.600;CASSA PULPITO COMPONIBILE VIDEO 600L; 	893,50 ;
G4CAM3;SCPV.800;CASSA PULPITO COMPONIBILE VIDEO 800L; 	915,20 ;
G4CAM4;SCPV.1000;CASSA PULPITO COMPONIBILE VIDEO 1000L; 	1.021,00 ;
G4CAM5;SCPV.1200;CASSA PULPITO COMPONIBILE VIDEO 1200L; 	1.214,00 ;
G4CAM6;SCPV.1600;CASSA PULPITO COMPONIBILE VIDEO 1600L; 	1.582,00 ;
ALZATE PULPITI COMPONIBILI;;;;
G4CAMB;SAPC.600;ALZATA PULPITO COMPONIBILE 600L; 	525,70 ;
G4CAMC;SAPC.800;ALZATA PULPITO COMPONIBILE 800L; 	569,30 ;
G4CAMD;SAPC.1000;ALZATA PULPITO COMPONIBILE 1000L; 	650,80 ;
G4CAME;SAPC.1200;ALZATA PULPITO COMPONIBILE 1200L; 	738,10 ;
G4CAMF;SAPC.1600;ALZATA PULPITO COMPONIBILE 1600L; 	893,50 ;
G4CAMK;SAPV.600;ALZATA PULPITO VIDEO 600L; 	762,60 ;
G4CAML;SAPV.800;ALZATA PULPITO VIDEO 800L; 	784,30 ;
G4CAMM;SAPV.1000;ALZATA PULPITO VIDEO 1000L; 	893,50 ;
G4CAMN;SAPV.1200;ALZATA PULPITO VIDEO 1200L; 	1.021,00 ;
G4CAMP;SAPV.1600;ALZATA PULPITO VIDEO 1600L; 	1.195,00 ;
MENSOLE PULPITI COMPONIBILI;;;;
G4CAMU;SMPC.600;MENSOLA PULPITO COMPONIBILE 600L; 	697,00 ;
G4CAMV;SMPC.800;MENSOLA PULPITO COMPONIBILE 800L; 	718,80 ;
G4CAMW;SMPC.1000;MENSOLA PULPITO COMPONIBILE 1000L; 	806,30 ;
G4CAMX;SMPC.1200;MENSOLA PULPITO COMPONIBILE 1200L; 	893,50 ;
G4CAMY;SMPC.1600;MENSOLA PULPITO COMPONIBILE 1600L; 	1.065,00 ;
G4CAN4;SMPV.600;MENSOLA INTERMEDIA PULPITO COMPONIBILE VIDEO 600L; 	740,90 ;
G4CAN5;SMPV.800;MENSOLA INTERMEDIA PULPITO COMPONIBILE VIDEO 800L; 	762,60 ;
G4CAN6;SMPV.1000;MENSOLA INTERMEDIA PULPITO COMPONIBILE VIDEO 1000L; 	849,60 ;
G4CAN7;SMPV.1200;MENSOLA INTERMEDIA PULPITO COMPONIBILE VIDEO 1200L; 	934,20 ;
G4CAN8;SMPV.1600;MENSOLA INTERMEDIA PULPITO COMPONIBILE VIDEO 1600L; 	1.152,00 ;
PARETI LATERALI PER ARMADI;;;;
G5CA1D;SLE.1442;COPPIA FIANCHI ARMADI 1400HX400P; 	252,70 ;
G5CA1E;SLE.1452;COPPIA FIANCHI ARMADI 1400HX500P; 	263,00 ;
G5CA1F;SLE.1642;COPPIA FIANCHI ARMADI 1600HX400P; 	254,90 ;
G5CA1G;SLE.1652;COPPIA FIANCHI ARMADI 1600HX500P; 	268,10 ;
G5CA1H;SLE.1662;COPPIA FIANCHI ARMADI 1600HX600P; 	373,40 ;
G5CA1W;SLE.1832;COPPIA FIANCHI ARMADI 1800HX300P; 	270,10 ;
G5CA1J;SLE.1842;COPPIA FIANCHI ARMADI 1800HX400P; 	260,40 ;
G5CA1K;SLE.1852;COPPIA FIANCHI ARMADI 1800HX500P; 	281,30 ;
G5CA1L;SLE.1862;COPPIA FIANCHI ARMADI 1800HX600P; 	376,00 ;
G5CA1M;SLE.1882;COPPIA FIANCHI ARMADI 1800HX800P; 	470,60 ;
G5CA1X;SLE.2032;COPPIA FIANCHI ARMADI 2000HX300P; 	315,90 ;
G5CA1N;SLE.2042;COPPIA FIANCHI ARMADI 2000HX400P; 	318,20 ;
G5CA1P;SLE.2052;COPPIA FIANCHI ARMADI 2000HX500P; 	336,50 ;
G5CA1Q;SLE.2062;COPPIA FIANCHI ARMADI 2000HX600P; 	402,30 ;
G5CA1R;SLE.2082;COPPIA FIANCHI ARMADI 2000HX800P; 	507,60 ;
G5CA1Y;SLE.2232;COPPIA FIANCHI ARMADI 2200HX300P; 	381,40 ;
G5CA1V;SLE.2242;COPPIA FIANCHI ARMADI 2200HX400P; 	385,90 ;
G5CA1S;SLE.2252;COPPIA FIANCHI ARMADI 2200HX500P; 	402,30 ;
G5CA1T;SLE.2262;COPPIA FIANCHI ARMADI 2200HX600P; 	444,30 ;
G5CA1U;SLE.2282;COPPIA FIANCHI ARMADI 2200HX800P; 	554,80 ;
PORTE LATERALI PER ARMADI;;;;
G5CA26;SCPLE.1850;PORTA LATERALE PER ARMADI 1800HX500P; 	410,20 ;
G5CA27;SCPLE.1860;PORTA LATERALE PER ARMADI 1800HX600P; 	415,40 ;
G5CA28;SCPLE.1880;PORTA LATERALE PER ARMADI 1800HX800P; 	441,60 ;
G5CA29;SCPLE.2050;PORTA LATERALE PER ARMADI 2000HX500P; 	444,30 ;
G5CA2A;SCPLE.2060;PORTA LATERALE PER ARMADI 2000HX600P; 	449,70 ;
G5CA2B;SCPLE.2080;PORTA LATERALE PER ARMADI 2000HX800P; 	331,40 ;
G5CA2C;SCPLE.2250;PORTA LATERALE PER ARMADI 2200HX500P; 	457,60 ;
G5CA2D;SCPLE.2260;PORTA LATERALE PER ARMADI 2200HX600P; 	462,90 ;
G5CA2E;SCPLE.2280;PORTA LATERALE PER ARMADI 2200HX800P; 	491,80 ;
PIASTRE DI MONTAGGIO PER ARMADI;;;;
G5CA2Q;SCPCE.8120;PIASTRA DI MONTAGGIO PER ARMADI 800HX1200L; 	180,90 ;
G5CA2R;SCPCE.8140;PIASTRA DI MONTAGGIO PER ARMADI 800HX1400L; 	214,10 ;
G5CA2S;SCPCE.8160;PIASTRA DI MONTAGGIO PER ARMADI 800HX1600L; 	236,30 ;
G5CA2T;SCPCE.8180;PIASTRA DI MONTAGGIO PER ARMADI 800HX1800L; 	264,30 ;
G5CA2U;SCPCE.8200;PIASTRA DI MONTAGGIO PER ARMADI 800HX2000L; 	299,60 ;
G5CA2V;SPCE.1060;PIASTRA DI MONTAGGIO PER ARMADI 1000HX600L; 	130,80 ;
G5CA2W;SPCE.1080;PIASTRA DI MONTAGGIO PER ARMADI 1000HX800L; 	155,70 ;
G5CA2X;SPCE.10100;PIASTRA DI MONTAGGIO PER ARMADI 1000HX1000L; 	175,60 ;
G5CA2Y;SCPCE.10120;PIASTRA DI MONTAGGIO PER ARMADI 1000HX1200L; 	211,20 ;
G5CA2Z;SCPCE.10140;PIASTRA DI MONTAGGIO PER ARMADI 1000HX1400L; 	241,80 ;
G5CA31;SCPCE.10160;PIASTRA DI MONTAGGIO PER ARMADI 1000HX1600L; 	278,20 ;
G5CA32;SCPCE.10180;PIASTRA DI MONTAGGIO PER ARMADI 1000HX1800L; 	319,60 ;
G5CA33;SCPCE.10200;PIASTRA DI MONTAGGIO PER ARMADI 1000HX2000L; 	361,70 ;
G5CA34;SPCE.1260;PIASTRA DI MONTAGGIO PER ARMADI 1200HX600; 	150,40 ;
G5CA35;SPCE.1280;PIASTRA DI MONTAGGIO PER ARMADI 1200HX800L; 	184,40 ;
G5CA36;SPCE.12100;PIASTRA DI MONTAGGIO PER ARMADI 1200HX1000L; 	215,30 ;
G5CA37;SPCE.1460;PIASTRA DI MONTAGGIO PER ARMADI 1400HX600L; 	160,30 ;
G5CA38;SPCE.1480;PIASTRA DI MONTAGGIO PER ARMADI 1400HX800L; 	214,10 ;
G5CA39;SPCE.14100;PIASTRA DI MONTAGGIO PER ARMADI 1400HX1000L; 	246,50 ;
G5CA3A;SPCE.14120;PIASTRA DI MONTAGGIO PER ARMADI 1400HX1200L; 	340,10 ;
G5CA3B;SPCE.14160;PIASTRA DI MONTAGGIO PER ARMADI 1400HX1600L; 	419,70 ;
G5CA3C;SPCE.1640;PIASTRA DI MONTAGGIO PER ARMADI 1600HX400L; 	153,40 ;
G5CA3D;SPCE.1660;PIASTRA DI MONTAGGIO PER ARMADI 1600HX600L; 	186,40 ;
G5CA3E;SPCE.1680;PIASTRA DI MONTAGGIO PER ARMADI 1600HX800L; 	236,30 ;
G5CA3F;SPCE.16100;PIASTRA DI MONTAGGIO PER ARMADI 1600HX1000L; 	278,20 ;
G5CA3G;SPCE.16120;PIASTRA DI MONTAGGIO PER ARMADI 1600HX1200L; 	343,00 ;
G5CA3H;SPCE.1830;PIASTRA DI MONTAGGIO PER ARMADI 1800HX300L; 	155,70 ;
G5CA3J;SPCE.1840;PIASTRA DI MONTAGGIO PER ARMADI 1800HX400L; 	157,30 ;
G5CA3K;SPCE.1860;PIASTRA DI MONTAGGIO PER ARMADI 1800HX600L; 	211,20 ;
G5CA3L;SPCE.1880;PIASTRA DI MONTAGGIO PER ARMADI 1800HX800L; 	264,30 ;
G5CA3M;SPCE.18100;PIASTRA DI MONTAGGIO PER ARMADI 1800HX1000L; 	319,60 ;
G5CA3N;SPCE.18120;PIASTRA DI MONTAGGIO PER ARMADI 1800HX1200L; 	379,90 ;
G5CA3P;SPCE.2030;PIASTRA DI MONTAGGIO PER ARMADI 2000HX300L; 	181,00 ;
G5CA3Q;SPCE.2040;PIASTRA DI MONTAGGIO PER ARMADI 2000HX400L; 	184,60 ;
G5CA3R;SPCE.2060;PIASTRA DI MONTAGGIO PER ARMADI 2000HX600L; 	232,20 ;
G5CA3S;SPCE.2080;PIASTRA DI MONTAGGIO PER ARMADI 2000HX800L; 	299,60 ;
G5CA3T;SPCE.20100;PIASTRA DI MONTAGGIO PER ARMADI 2000HX1000L; 	361,70 ;
G5CA3U;SPCE.20120;PIASTRA DI MONTAGGIO PER ARMADI 2000HX1200L; 	445,10 ;
G5CA3V;SPCE.20140;PIASTRA DI MONTAGGIO PER ARMADI 2000HX1400L; 	521,50 ;
G5CA3W;SPCE.20160;PIASTRA DI MONTAGGIO PER ARMADI 2000HX1600L; 	592,40 ;
G5CA3X;SPCE.2230;PIASTRA DI MONTAGGIO PER ARMADI 2200HX300L; 	205,00 ;
G5CA3Y;SPCE.2240;PIASTRA DI MONTAGGIO PER ARMADI 2200HX400L; 	207,00 ;
G5CA3Z;SPCE.2260;PIASTRA DI MONTAGGIO PER ARMADI 2200HX600L; 	259,40 ;
G5CA41;SPCE.2280;PIASTRA DI MONTAGGIO PER ARMADI 2200HX800L; 	326,70 ;
G5CA42;SPCE.22100;PIASTRA DI MONTAGGIO PER ARMADI 2200HX1000L; 	407,60 ;
G5CA43;SPCE.22120;PIASTRA DI MONTAGGIO PER ARMADI 2200HX1200L; 	500,60 ;
G5CA4M;SAE.05;KIT SUPPLEMENTARE PER PIASTRA DI MONTAGGIO; 	39,14 ;
G5CA4N;SAE.06;KIT PER PIASTRA DI MONTAGGIO ARRETRATA PER ARMADI; 	39,14 ;
G5CA4X;SPSP.1860;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 1800HX600L; 	208,30 ;
G5CA4Y;SPSP.1880;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 1800HX800L; 	260,30 ;
G5CA4Z;SPSP.18100;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 1800HX1000L; 	315,00 ;
G5CA51;SPSP.18120;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 1800HX1200L; 	378,10 ;
G5CA52;SPSP.2060;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 2000HX600L; 	235,50 ;
G5CA53;SPSP.2080;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 2000HX800L; 	304,10 ;
G5CA54;SPSP.20100;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 2000HX1000L; 	367,10 ;
G5CA55;SPSP.20120;PIASTRA DI MONTAGGIO SUPPLEMENTARE PER ARMADI 2000HX1200L; 	451,40 ;
G5CA5E;SRPC.60;RINFORZI TRASVERSALI PIASTRA DI MONTAGGIO PER ARMADI 600L; 	108,00 ;
G5CA5F;SRPC.80;RINFORZI TRASVERSALI PIASTRA DI MONTAGGIO PER ARMADI 800L; 	132,30 ;
G5CA5G;SRPC.100;RINFORZI TRASVERSALI PIASTRA DI MONTAGGIO PER ARMADI 1000L; 	156,70 ;
G5CA5H;SRPC.120;RINFORZI TRASVERSALI PIASTRA DI MONTAGGIO PER ARMADI 1200L; 	186,30 ;
G5CA5J;SRPC.140;RINFORZI TRASVERSALI PIASTRA DI MONTAGGIO PER ARMADI 1400L; 	210,60 ;
G5CA5K;SRPC.160;RINFORZI TRASVERSALI PIASTRA DI MONTAGGIO PER ARMADI 1600L; 	232,20 ;
G5CA5L;SRPCSE.30;RINFORZI TRASVERSALI PER PIASTRA INSERIMENTO LATERALE; 	350,90 ;
PIASTRE DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI;;;;
G5CA71;SPCSE.1660;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1600HX600L; 	362,80 ;
G5CA72;SPCSE.1680;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1600HX800L; 	416,70 ;
G5CA73;SPCSE.16100;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1600HX1000L; 	456,50 ;
G5CA74;SPCSE.16120;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1600HX1200L; 	530,80 ;
G5CA75;SPCSE.1860;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1800HX600L; 	388,30 ;
G5CA76;SPCSE.1880;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1800HX800L; 	445,20 ;
G5CA77;SPCSE.18100;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1800HX1000L; 	499,00 ;
G5CA78;SPCSE.18120;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 1800HX1200L; 	568,70 ;
G5CA79;SPCSE.2060;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2000HX600L; 	422,30 ;
G5CA7A;SPCSE.2080;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2000HX800L; 	490,30 ;
G5CA7B;SPCSE.20100;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2000HX1000L; 	542,30 ;
G5CA7C;SPCSE.20120;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2000HX1200L; 	623,50 ;
G5CA7D;SPCSE.20140;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2000HX1400L; 	675,70 ;
G5CA7E;SPCSE.20160;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2000HX1600L; 	775,50 ;
G5CA7F;SPCSE.2260;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2200HX600L; 	457,80 ;
G5CA7G;SPCSE.2280;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2200HX800L; 	533,60 ;
G5CA7H;SPCSE.22100;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2200HX1000L; 	615,10 ;
G5CA7J;SPCSE.22120;PIASTRA DI MONTAGGIO INSERIMENTO LATERALE PER ARMADI 2200HX1200L; 	696,80 ;
PIASTRE DI MONTAGGIO MODULARI PER ARMADI;;;;
G5CA5U;SPCE.6200;PIASTRA DI MONTAGGIO MODULARE H=200MM PER ARMADI 600L; 	38,92 ;
G5CA5V;SPCE.6300;PIASTRA DI MONTAGGIO MODULARE H=300MM PER ARMADI 600L; 	56,70 ;
G5CA5W;SPCE.6400;PIASTRA DI MONTAGGIO MODULARE H=400MM PER ARMADI 600L; 	62,10 ;
G5CA5X;SPCE.6500;PIASTRA DI MONTAGGIO MODULARE H=500MM PER ARMADI 600L; 	86,38 ;
G5CA5Y;SPCE.6600;PIASTRA DI MONTAGGIO MODULARE H=600MM PER ARMADI 600L; 	91,76 ;
G5CA5Z;SPCE.6800;PIASTRA DI MONTAGGIO MODULARE H=800MM PER ARMADI 600L; 	121,60 ;
G5CA61;SPCE.6900;PIASTRA DI MONTAGGIO MODULARE H=900MM PER ARMADI 600L; 	151,20 ;
G5CA62;SPCE.61000;PIASTRA DI MONTAGGIO MODULARE H=1000MM PER ARMADI 600L; 	159,20 ;
G5CA63;SPCE.8200;PIASTRA DI MONTAGGIO MODULARE H=200MM PER ARMADI 800L; 	48,60 ;
G5CA64;SPCE.8300;PIASTRA DI MONTAGGIO MODULARE H=300MM PER ARMADI 800L; 	75,58 ;
G5CA65;SPCE.8400;PIASTRA DI MONTAGGIO MODULARE H=400MM PER ARMADI 800L; 	78,29 ;
G5CA66;SPCE.8500;PIASTRA DI MONTAGGIO MODULARE H=500MM PER ARMADI 800L; 	118,80 ;
G5CA67;SPCE.8600;PIASTRA DI MONTAGGIO MODULARE H=600MM PER ARMADI 800L; 	121,60 ;
G5CA68;SPCE.8800;PIASTRA DI MONTAGGIO MODULARE H=800MM PER ARMADI 800L; 	159,20 ;
G5CA69;SPCE.8900;PIASTRA DI MONTAGGIO MODULARE H=900MM PER ARMADI 800L.; 	194,40 ;
G5CA6A;SPCE.81000;PIASTRA DI MONTAGGIO MODULARE H=1000MM PER ARMADI 800L; 	205,00 ;
G5CA6K;SPCE.10200;PIASTRA DI MONTAGGIO MODULARE 200H PER ARMADI 1000L; 	56,70 ;
G5CA6L;SPCE.10300;PIASTRA DI MONTAGGIO MODULARE 300H PER ARMADI 1000L; 	91,77 ;
G5CA6M;SPCE.10400;PIASTRA DI MONTAGGIO MODULARE 400H PER ARMADI 1000L; 	99,89 ;
G5CA6N;SPCE.10600;PIASTRA DI MONTAGGIO MODULARE 600H PER ARMADI 1000L; 	155,70 ;
G5CA6P;SPCE.10800;PIASTRA DI MONTAGGIO MODULARE 800H PER ARMADI 1000L; 	203,20 ;
G5CA6Q;SPCE.10900;PIASTRA DI MONTAGGIO MODULARE 900H PER ARMADI 1000L; 	232,20 ;
G5CA6R;SPCE.101000;PIASTRA DI MONTAGGIO MODULARE 1000H PER ARMADI 1000L; 	255,30 ;
TRAVERSE MONTAGGIO PIASTRE DI MONTAGGIO MODULARE PER ARMADI (CON MODULARITÀ INTERNA);;;;
G5CB2Z;SPLE.400;TRAVERSE LATERALE FORATE INTERNA PER ARMADI 400P (4PZ); 	89,08 ;
G5CB31;SPLE.500;TRAVERSE LATERALE FORATE INTERNA PER ARMADI 500P (4PZ); 	97,18 ;
G5CB32;SPLE.600;TRAVERSE LATERALE FORATE INTERNA PER ARMADI 600P (4PZ); 	102,60 ;
G5CB33;SPLE.800;TRAVERSE LATERALE FORATE INTERNA PER ARMADI 800P (4PZ); 	108,00 ;
PIASTRE DI MONTAGGIO PARZIALE PER ARMADI;;;;
G5CA7U;SPCPE.66;PIASTRA DI MONTAGGIO PARZIALE H=600 PER ARMADIO 600L; 	91,76 ;
G5CA7V;SPCPE.86;PIASTRA DI MONTAGGIO PARZIALE H=800 PER ARMADIO 600L; 	121,60 ;
G5CA7W;SPCPE.106;PIASTRA DI MONTAGGIO PARZIALE H=1000 PER ARMADIO 600L; 	159,20 ;
